Cluster_category,date_ym,n,n_id,n_id_distinct
Patient factors,1996-08,10755,10755,8175
Patient factors,1996-09,11645,11645,8670
Patient factors,1996-10,11595,11595,8530
Patient factors,1996-11,11065,11065,8205
Patient factors,1996-12,10900,10900,8045
Patient factors,1997-01,15655,15655,12600
Patient factors,1997-02,10230,10230,7625
Patient factors,1997-03,11030,11030,8150
Patient factors,1997-04,11200,11200,8425
Patient factors,1997-05,11320,11320,8465
Patient factors,1997-06,11140,11140,8385
Patient factors,1997-07,12155,12155,9100
Patient factors,1997-08,11520,11520,8605
Patient factors,1997-09,12100,12100,9005
Patient factors,1997-10,11390,11390,8495
Patient factors,1997-11,10780,10780,7970
Patient factors,1997-12,11520,11520,8520
Patient factors,1998-01,12005,12005,9090
Patient factors,1998-02,10990,10990,8125
Patient factors,1998-03,12310,12310,9205
Patient factors,1998-04,11675,11675,8705
Patient factors,1998-05,11795,11795,8875
Patient factors,1998-06,12325,12325,9340
Patient factors,1998-07,12850,12850,9680
Patient factors,1998-08,12180,12180,9170
Patient factors,1998-09,12990,12990,9725
Patient factors,1998-10,14910,14910,11395
Patient factors,1998-11,11845,11845,8925
Patient factors,1998-12,11840,11840,8845
Patient factors,1999-01,14310,14310,10045
Patient factors,1999-02,11810,11810,8910
Patient factors,1999-03,15765,15765,12210
Patient factors,1999-04,12745,12745,9625
Patient factors,1999-05,15315,15315,11725
Patient factors,1999-06,14865,14865,11350
Patient factors,1999-07,14715,14715,11305
Patient factors,1999-08,14465,14465,11020
Patient factors,1999-09,15670,15670,12035
Patient factors,1999-10,13265,13265,10150
Patient factors,1999-11,13430,13430,10245
Patient factors,1999-12,12815,12815,9750
Patient factors,2000-01,16740,16740,12960
Patient factors,2000-02,15075,15075,11750
Patient factors,2000-03,19795,19795,15940
Patient factors,2000-04,18460,18460,15200
Patient factors,2000-05,15695,15695,12160
Patient factors,2000-06,15970,15970,12415
Patient factors,2000-07,16155,16155,12580
Patient factors,2000-08,17210,17210,13400
Patient factors,2000-09,17050,17050,13350
Patient factors,2000-10,16175,16175,12725
Patient factors,2000-11,17605,17605,13965
Patient factors,2000-12,16240,16240,12760
Patient factors,2001-01,23145,23145,18315
Patient factors,2001-02,19515,19515,15470
Patient factors,2001-03,22195,22195,17625
Patient factors,2001-04,19715,19715,15515
Patient factors,2001-05,22760,22760,17605
Patient factors,2001-06,26280,26280,20780
Patient factors,2001-07,26615,26615,20755
Patient factors,2001-08,23830,23830,18800
Patient factors,2001-09,24140,24140,19175
Patient factors,2001-10,27300,27300,21685
Patient factors,2001-11,32920,32920,25100
Patient factors,2001-12,26300,26300,20640
Patient factors,2002-01,39175,39175,31410
Patient factors,2002-02,29780,29780,24130
Patient factors,2002-03,33450,33450,27145
Patient factors,2002-04,35165,35165,28635
Patient factors,2002-05,36545,36545,29465
Patient factors,2002-06,32185,32185,24885
Patient factors,2002-07,42080,42080,32520
Patient factors,2002-08,36755,36755,28485
Patient factors,2002-09,38880,38880,30240
Patient factors,2002-10,42825,42825,33495
Patient factors,2002-11,38110,38110,30600
Patient factors,2002-12,33295,33295,26480
Patient factors,2003-01,45215,45215,36595
Patient factors,2003-02,42820,42820,34740
Patient factors,2003-03,58050,58050,47010
Patient factors,2003-04,47585,47585,38310
Patient factors,2003-05,44945,44945,36265
Patient factors,2003-06,51400,51400,41355
Patient factors,2003-07,57955,57955,46630
Patient factors,2003-08,52240,52240,40760
Patient factors,2003-09,57580,57580,46600
Patient factors,2003-10,63215,63215,51550
Patient factors,2003-11,56275,56275,45880
Patient factors,2003-12,56180,56180,44255
Patient factors,2004-01,75620,75620,59840
Patient factors,2004-02,77900,77900,61090
Patient factors,2004-03,80415,80415,64015
Patient factors,2004-04,67845,67845,54870
Patient factors,2004-05,71200,71200,57000
Patient factors,2004-06,80720,80720,64580
Patient factors,2004-07,82240,82240,65455
Patient factors,2004-08,79245,79245,63805
Patient factors,2004-09,86695,86695,71330
Patient factors,2004-10,82945,82945,67640
Patient factors,2004-11,80665,80665,65925
Patient factors,2004-12,70005,70005,56455
Patient factors,2005-01,86370,86370,69550
Patient factors,2005-02,94325,94325,75320
Patient factors,2005-03,101485,101485,82080
Patient factors,2005-04,88025,88025,69315
Patient factors,2005-05,82020,82020,64760
Patient factors,2005-06,94820,94820,75465
Patient factors,2005-07,99565,99565,76815
Patient factors,2005-08,108265,108265,83930
Patient factors,2005-09,108440,108440,84745
Patient factors,2005-10,116810,116810,89870
Patient factors,2005-11,118360,118360,93120
Patient factors,2005-12,100325,100325,78930
Patient factors,2006-01,152435,152435,123000
Patient factors,2006-02,150105,150105,119450
Patient factors,2006-03,194735,194735,151300
Patient factors,2006-04,178555,178555,143560
Patient factors,2006-05,259980,259980,209150
Patient factors,2006-06,405060,405060,327390
Patient factors,2006-07,519735,519735,420615
Patient factors,2006-08,536040,536040,430925
Patient factors,2006-09,501430,501430,404245
Patient factors,2006-10,577555,577555,458050
Patient factors,2006-11,591915,591915,474130
Patient factors,2006-12,476205,476205,384865
Patient factors,2007-01,638215,638215,510250
Patient factors,2007-02,573130,573130,459105
Patient factors,2007-03,642155,642155,511075
Patient factors,2007-04,440515,440515,350125
Patient factors,2007-05,455995,455995,360145
Patient factors,2007-06,461725,461725,364265
Patient factors,2007-07,481915,481915,380055
Patient factors,2007-08,470915,470915,370245
Patient factors,2007-09,473110,473110,373685
Patient factors,2007-10,573415,573415,454510
Patient factors,2007-11,523315,523315,415995
Patient factors,2007-12,387520,387520,309130
Patient factors,2008-01,592335,592335,468370
Patient factors,2008-02,560475,560475,444205
Patient factors,2008-03,520295,520295,411970
Patient factors,2008-04,532495,532495,416250
Patient factors,2008-05,431850,431850,339705
Patient factors,2008-06,468050,468050,369145
Patient factors,2008-07,501395,501395,394220
Patient factors,2008-08,430720,430720,338810
Patient factors,2008-09,608525,608525,476280
Patient factors,2008-10,755340,755340,598475
Patient factors,2008-11,647540,647540,517240
Patient factors,2008-12,652280,652280,521450
Patient factors,2009-01,897625,897625,706360
Patient factors,2009-02,1013865,1013865,816290
Patient factors,2009-03,1442390,1442390,1175140
Patient factors,2009-04,872640,872640,695095
Patient factors,2009-05,746765,746765,591740
Patient factors,2009-06,925195,925195,726725
Patient factors,2009-07,877250,877250,679255
Patient factors,2009-08,803535,803535,627190
Patient factors,2009-09,983050,983050,756790
Patient factors,2009-10,1033280,1033280,807765
Patient factors,2009-11,857645,857645,665865
Patient factors,2009-12,737135,737135,576170
Patient factors,2010-01,909240,909240,704845
Patient factors,2010-02,973840,973840,749205
Patient factors,2010-03,1310870,1310870,1011005
Patient factors,2010-04,846345,846345,649670
Patient factors,2010-05,752035,752035,575780
Patient factors,2010-06,804385,804385,614645
Patient factors,2010-07,860195,860195,665710
Patient factors,2010-08,774120,774120,594305
Patient factors,2010-09,873190,873190,662710
Patient factors,2010-10,869970,869970,666230
Patient factors,2010-11,885525,885525,669740
Patient factors,2010-12,671530,671530,517120
Patient factors,2011-01,860340,860340,648225
Patient factors,2011-02,837495,837495,638005
Patient factors,2011-03,1041570,1041570,793330
Patient factors,2011-04,651075,651075,492125
Patient factors,2011-05,694445,694445,522730
Patient factors,2011-06,730970,730970,547670
Patient factors,2011-07,694385,694385,521080
Patient factors,2011-08,723215,723215,542530
Patient factors,2011-09,799810,799810,596240
Patient factors,2011-10,819625,819625,619005
Patient factors,2011-11,804190,804190,608070
Patient factors,2011-12,595645,595645,453060
Patient factors,2012-01,780815,780815,585895
Patient factors,2012-02,748445,748445,566715
Patient factors,2012-03,795345,795345,602725
Patient factors,2012-04,663595,663595,499115
Patient factors,2012-05,741475,741475,558930
Patient factors,2012-06,637485,637485,479910
Patient factors,2012-07,744055,744055,560300
Patient factors,2012-08,724205,724205,545090
Patient factors,2012-09,757255,757255,567580
Patient factors,2012-10,885225,885225,667515
Patient factors,2012-11,797865,797865,607160
Patient factors,2012-12,567525,567525,432725
Patient factors,2013-01,745755,745755,564155
Patient factors,2013-02,692180,692180,527960
Patient factors,2013-03,680885,680885,521310
Patient factors,2013-04,696170,696170,529080
Patient factors,2013-05,657475,657475,499620
Patient factors,2013-06,647815,647815,493465
Patient factors,2013-07,744050,744050,567225
Patient factors,2013-08,662735,662735,506515
Patient factors,2013-09,743140,743140,563350
Patient factors,2013-10,808035,808035,617095
Patient factors,2013-11,681620,681620,522370
Patient factors,2013-12,551910,551910,424705
Patient factors,2014-01,715170,715170,546700
Patient factors,2014-02,638710,638710,492765
Patient factors,2014-03,692710,692710,531825
Patient factors,2014-04,617105,617105,473385
Patient factors,2014-05,617555,617555,472105
Patient factors,2014-06,663930,663930,508970
Patient factors,2014-07,717595,717595,549400
Patient factors,2014-08,616960,616960,471995
Patient factors,2014-09,776110,776110,588795
Patient factors,2014-10,772195,772195,588120
Patient factors,2014-11,661540,661540,507780
Patient factors,2014-12,609945,609945,467175
Patient factors,2015-01,728030,728030,554565
Patient factors,2015-02,722700,722700,555415
Patient factors,2015-03,770345,770345,590250
Patient factors,2015-04,648530,648530,491485
Patient factors,2015-05,604680,604680,459360
Patient factors,2015-06,709760,709760,538975
Patient factors,2015-07,716015,716015,542940
Patient factors,2015-08,631895,631895,476735
Patient factors,2015-09,805975,805975,601135
Patient factors,2015-10,782735,782735,585800
Patient factors,2015-11,718150,718150,543205
Patient factors,2015-12,615215,615215,463005
Patient factors,2016-01,698895,698895,527915
Patient factors,2016-02,696270,696270,526515
Patient factors,2016-03,676535,676535,511545
Patient factors,2016-04,665215,665215,499280
Patient factors,2016-05,666720,666720,498640
Patient factors,2016-06,669385,669385,501230
Patient factors,2016-07,644180,644180,482010
Patient factors,2016-08,679600,679600,506740
Patient factors,2016-09,830890,830890,607665
Patient factors,2016-10,764095,764095,561080
Patient factors,2016-11,727865,727865,538805
Patient factors,2016-12,572625,572625,425035
Patient factors,2017-01,717910,717910,532065
Patient factors,2017-02,671835,671835,499560
Patient factors,2017-03,763715,763715,569670
Patient factors,2017-04,578375,578375,429330
Patient factors,2017-05,656745,656745,485960
Patient factors,2017-06,675735,675735,500225
Patient factors,2017-07,664430,664430,493975
Patient factors,2017-08,692250,692250,509930
Patient factors,2017-09,809470,809470,581660
Patient factors,2017-10,803650,803650,583475
Patient factors,2017-11,743200,743200,543670
Patient factors,2017-12,527515,527515,387820
Patient factors,2018-01,754850,754850,550980
Patient factors,2018-02,676080,676080,499665
Patient factors,2018-03,669480,669480,492205
Patient factors,2018-04,658120,658120,480160
Patient factors,2018-05,652930,652930,475820
Patient factors,2018-06,650445,650445,473300
Patient factors,2018-07,679695,679695,493310
Patient factors,2018-08,698995,698995,505555
Patient factors,2018-09,795370,795370,566860
Patient factors,2018-10,861085,861085,614820
Patient factors,2018-11,760250,760250,548545
Patient factors,2018-12,562065,562065,408025
Patient factors,2019-01,792645,792645,568210
Patient factors,2019-02,709700,709700,512650
Patient factors,2019-03,736820,736820,532525
Patient factors,2019-04,674595,674595,484590
Patient factors,2019-05,701285,701285,506495
Patient factors,2019-06,647865,647865,467525
Patient factors,2019-07,764585,764585,547540
Patient factors,2019-08,710885,710885,507495
Patient factors,2019-09,875940,875940,612160
Patient factors,2019-10,921640,921640,640925
Patient factors,2019-11,876455,876455,587280
Patient factors,2019-12,736410,736410,484810
Patient factors,2020-01,952325,952325,631010
Patient factors,2020-02,845765,845765,569530
Patient factors,2020-03,683880,683880,441380
Patient factors,2020-04,495865,495865,266660
Patient factors,2020-05,430995,430995,244570
Patient factors,2020-06,502885,502885,306540
Patient factors,2020-07,614165,614165,391380
Patient factors,2020-08,577730,577730,367210
Patient factors,2020-09,1112100,1112100,784140
Patient factors,2020-10,1444120,1444120,1052545
Patient factors,2020-11,1148740,1148740,810975
Patient factors,2020-12,1075260,1075260,754290
Patient factors,2021-01,1067360,1067360,705905
Patient factors,2021-02,999940,999940,689750
Patient factors,2021-03,1278690,1278690,907275
Patient factors,2021-04,1093075,1093075,787460
Patient factors,2021-05,1028515,1028515,744000
Patient factors,2021-06,1193795,1193795,864165
Patient factors,2021-07,1072010,1072010,765730
Patient factors,2021-08,993770,993770,707730
Patient factors,2021-09,1320985,1320985,966570
Patient factors,2021-10,1466085,1466085,1112325
Patient factors,2021-11,1657505,1657505,1273060
Patient factors,2021-12,1147375,1147375,843690
Patient factors,2022-01,1200340,1200340,861160
Patient factors,2022-02,1135345,1135345,857300
Patient factors,2022-03,1337440,1337440,1014940
Patient factors,2022-04,960035,960035,698815
Patient factors,2022-05,1251460,1251460,949750
Patient factors,2022-06,1195505,1195505,925985
Patient factors,2022-07,1235360,1235360,957015
Patient factors,2022-08,1308610,1308610,1020605
Patient factors,2022-09,1308500,1308500,1026385
Patient factors,2022-10,1434060,1434060,1133300
Patient factors,2022-11,1452600,1452600,1158870
Patient factors,2022-12,1205925,1205925,943845
Patient factors,2023-01,1647085,1647085,1339420
Patient factors,2023-02,1619605,1619605,1351695
Patient factors,2023-03,2007235,2007235,1711475
Patient factors,2023-04,834645,834645,635335
Patient factors,2023-05,296285,296285,233795
Review and monitoring,1990-01,265,265,225
Review and monitoring,1990-02,45,45,35
Review and monitoring,1990-03,40,40,30
Review and monitoring,1990-04,40,40,30
Review and monitoring,1990-05,40,40,30
Review and monitoring,1990-06,55,55,35
Review and monitoring,1990-07,35,35,30
Review and monitoring,1990-08,30,30,25
Review and monitoring,1990-09,40,40,30
Review and monitoring,1990-10,45,45,40
Review and monitoring,1990-11,65,65,45
Review and monitoring,1990-12,40,40,30
Review and monitoring,1991-01,245,245,200
Review and monitoring,1991-02,50,50,40
Review and monitoring,1991-03,45,45,35
Review and monitoring,1991-04,45,45,35
Review and monitoring,1991-05,50,50,40
Review and monitoring,1991-06,55,55,45
Review and monitoring,1991-07,45,45,35
Review and monitoring,1991-08,55,55,45
Review and monitoring,1991-09,45,45,40
Review and monitoring,1991-10,55,55,40
Review and monitoring,1991-11,50,50,40
Review and monitoring,1991-12,35,35,30
Review and monitoring,1992-01,260,260,205
Review and monitoring,1992-02,55,55,45
Review and monitoring,1992-03,65,65,55
Review and monitoring,1992-04,40,40,40
Review and monitoring,1992-05,45,45,40
Review and monitoring,1992-06,70,70,60
Review and monitoring,1992-07,60,60,50
Review and monitoring,1992-08,55,55,45
Review and monitoring,1992-09,55,55,45
Review and monitoring,1992-10,70,70,55
Review and monitoring,1992-11,45,45,35
Review and monitoring,1992-12,60,60,50
Review and monitoring,1993-01,285,285,220
Review and monitoring,1993-02,80,80,60
Review and monitoring,1993-03,65,65,55
Review and monitoring,1993-04,65,65,55
Review and monitoring,1993-05,65,65,50
Review and monitoring,1993-06,55,55,45
Review and monitoring,1993-07,75,75,60
Review and monitoring,1993-08,60,60,45
Review and monitoring,1993-09,75,75,55
Review and monitoring,1993-10,80,80,65
Review and monitoring,1993-11,85,85,70
Review and monitoring,1993-12,60,60,50
Review and monitoring,1994-01,325,325,260
Review and monitoring,1994-02,80,80,65
Review and monitoring,1994-03,120,120,90
Review and monitoring,1994-04,100,100,75
Review and monitoring,1994-05,80,80,60
Review and monitoring,1994-06,90,90,75
Review and monitoring,1994-07,105,105,85
Review and monitoring,1994-08,70,70,65
Review and monitoring,1994-09,75,75,60
Review and monitoring,1994-10,120,120,95
Review and monitoring,1994-11,120,120,85
Review and monitoring,1994-12,90,90,70
Review and monitoring,1995-01,385,385,300
Review and monitoring,1995-02,100,100,80
Review and monitoring,1995-03,90,90,75
Review and monitoring,1995-04,90,90,70
Review and monitoring,1995-05,120,120,100
Review and monitoring,1995-06,105,105,85
Review and monitoring,1995-07,95,95,70
Review and monitoring,1995-08,110,110,90
Review and monitoring,1995-09,110,110,85
Review and monitoring,1995-10,100,100,80
Review and monitoring,1995-11,125,125,100
Review and monitoring,1995-12,90,90,70
Review and monitoring,1996-01,375,375,300
Review and monitoring,1996-02,120,120,85
Review and monitoring,1996-03,90,90,80
Review and monitoring,1996-04,120,120,80
Review and monitoring,1996-05,120,120,95
Review and monitoring,1996-06,105,105,80
Review and monitoring,1996-07,120,120,90
Review and monitoring,1996-08,115,115,85
Review and monitoring,1996-09,100,100,85
Review and monitoring,1996-10,110,110,95
Review and monitoring,1996-11,125,125,100
Review and monitoring,1996-12,100,100,75
Review and monitoring,1997-01,450,450,345
Review and monitoring,1997-02,125,125,100
Review and monitoring,1997-03,135,135,110
Review and monitoring,1997-04,110,110,90
Review and monitoring,1997-05,160,160,120
Review and monitoring,1997-06,145,145,125
Review and monitoring,1997-07,135,135,105
Review and monitoring,1997-08,95,95,75
Review and monitoring,1997-09,140,140,115
Review and monitoring,1997-10,135,135,110
Review and monitoring,1997-11,180,180,115
Review and monitoring,1997-12,140,140,115
Review and monitoring,1998-01,475,475,375
Review and monitoring,1998-02,145,145,125
Review and monitoring,1998-03,170,170,135
Review and monitoring,1998-04,155,155,115
Review and monitoring,1998-05,160,160,120
Review and monitoring,1998-06,180,180,135
Review and monitoring,1998-07,165,165,135
Review and monitoring,1998-08,130,130,100
Review and monitoring,1998-09,175,175,140
Review and monitoring,1998-10,180,180,130
Review and monitoring,1998-11,180,180,155
Review and monitoring,1998-12,160,160,130
Review and monitoring,1999-01,515,515,395
Review and monitoring,1999-02,190,190,155
Review and monitoring,1999-03,255,255,190
Review and monitoring,1999-04,170,170,135
Review and monitoring,1999-05,185,185,150
Review and monitoring,1999-06,205,205,155
Review and monitoring,1999-07,160,160,130
Review and monitoring,1999-08,155,155,125
Review and monitoring,1999-09,245,245,175
Review and monitoring,1999-10,220,220,175
Review and monitoring,1999-11,205,205,155
Review and monitoring,1999-12,170,170,130
Review and monitoring,2000-01,655,655,510
Review and monitoring,2000-02,260,260,210
Review and monitoring,2000-03,260,260,200
Review and monitoring,2000-04,205,205,150
Review and monitoring,2000-05,230,230,185
Review and monitoring,2000-06,310,310,225
Review and monitoring,2000-07,290,290,220
Review and monitoring,2000-08,290,290,205
Review and monitoring,2000-09,250,250,200
Review and monitoring,2000-10,275,275,220
Review and monitoring,2000-11,345,345,250
Review and monitoring,2000-12,275,275,200
Review and monitoring,2001-01,745,745,575
Review and monitoring,2001-02,315,315,240
Review and monitoring,2001-03,300,300,230
Review and monitoring,2001-04,295,295,225
Review and monitoring,2001-05,275,275,220
Review and monitoring,2001-06,300,300,235
Review and monitoring,2001-07,310,310,250
Review and monitoring,2001-08,255,255,185
Review and monitoring,2001-09,330,330,250
Review and monitoring,2001-10,385,385,300
Review and monitoring,2001-11,330,330,255
Review and monitoring,2001-12,325,325,225
Review and monitoring,2002-01,825,825,650
Review and monitoring,2002-02,395,395,295
Review and monitoring,2002-03,405,405,310
Review and monitoring,2002-04,425,425,310
Review and monitoring,2002-05,485,485,350
Review and monitoring,2002-06,490,490,350
Review and monitoring,2002-07,595,595,435
Review and monitoring,2002-08,490,490,370
Review and monitoring,2002-09,545,545,420
Review and monitoring,2002-10,690,690,515
Review and monitoring,2002-11,725,725,525
Review and monitoring,2002-12,680,680,495
Review and monitoring,2003-01,1810,1810,1275
Review and monitoring,2003-02,1250,1250,865
Review and monitoring,2003-03,1880,1880,1355
Review and monitoring,2003-04,1745,1745,1225
Review and monitoring,2003-05,2155,2155,1495
Review and monitoring,2003-06,2585,2585,1775
Review and monitoring,2003-07,3650,3650,2425
Review and monitoring,2003-08,3440,3440,2285
Review and monitoring,2003-09,4850,4850,3325
Review and monitoring,2003-10,6220,6220,4130
Review and monitoring,2003-11,7255,7255,4755
Review and monitoring,2003-12,9965,9965,6260
Review and monitoring,2004-01,20820,20820,12560
Review and monitoring,2004-02,21270,21270,12735
Review and monitoring,2004-03,24140,24140,14835
Review and monitoring,2004-04,20860,20860,12990
Review and monitoring,2004-05,22380,22380,13925
Review and monitoring,2004-06,24740,24740,15470
Review and monitoring,2004-07,24795,24795,15545
Review and monitoring,2004-08,22340,22340,14010
Review and monitoring,2004-09,24750,24750,15780
Review and monitoring,2004-10,24565,24565,15590
Review and monitoring,2004-11,26575,26575,16690
Review and monitoring,2004-12,21055,21055,13485
Review and monitoring,2005-01,28885,28885,18280
Review and monitoring,2005-02,28445,28445,17650
Review and monitoring,2005-03,27060,27060,17055
Review and monitoring,2005-04,18595,18595,11580
Review and monitoring,2005-05,18990,18990,12085
Review and monitoring,2005-06,20915,20915,13230
Review and monitoring,2005-07,20720,20720,13085
Review and monitoring,2005-08,22510,22510,14225
Review and monitoring,2005-09,26670,26670,16930
Review and monitoring,2005-10,26620,26620,16825
Review and monitoring,2005-11,28425,28425,18095
Review and monitoring,2005-12,22715,22715,14550
Review and monitoring,2006-01,33180,33180,21085
Review and monitoring,2006-02,30125,30125,19010
Review and monitoring,2006-03,30750,30750,19380
Review and monitoring,2006-04,15895,15895,10200
Review and monitoring,2006-05,20610,20610,13000
Review and monitoring,2006-06,21600,21600,13710
Review and monitoring,2006-07,20950,20950,13360
Review and monitoring,2006-08,21545,21545,13950
Review and monitoring,2006-09,23705,23705,15255
Review and monitoring,2006-10,27345,27345,17465
Review and monitoring,2006-11,29360,29360,18695
Review and monitoring,2006-12,23390,23390,14920
Review and monitoring,2007-01,37930,37930,23975
Review and monitoring,2007-02,31115,31115,19605
Review and monitoring,2007-03,29665,29665,18865
Review and monitoring,2007-04,18255,18255,11780
Review and monitoring,2007-05,21805,21805,13900
Review and monitoring,2007-06,22275,22275,14135
Review and monitoring,2007-07,23895,23895,15180
Review and monitoring,2007-08,23015,23015,14630
Review and monitoring,2007-09,24945,24945,15610
Review and monitoring,2007-10,29915,29915,19130
Review and monitoring,2007-11,30645,30645,19535
Review and monitoring,2007-12,23755,23755,14975
Review and monitoring,2008-01,38730,38730,24500
Review and monitoring,2008-02,33805,33805,21210
Review and monitoring,2008-03,26140,26140,16620
Review and monitoring,2008-04,23545,23545,15115
Review and monitoring,2008-05,20630,20630,13185
Review and monitoring,2008-06,23640,23640,15005
Review and monitoring,2008-07,24845,24845,15825
Review and monitoring,2008-08,21425,21425,13560
Review and monitoring,2008-09,28145,28145,17610
Review and monitoring,2008-10,31225,31225,19725
Review and monitoring,2008-11,27995,27995,17965
Review and monitoring,2008-12,26405,26405,16880
Review and monitoring,2009-01,38040,38040,24505
Review and monitoring,2009-02,33765,33765,21380
Review and monitoring,2009-03,35440,35440,22130
Review and monitoring,2009-04,20830,20830,13485
Review and monitoring,2009-05,20025,20025,12955
Review and monitoring,2009-06,24300,24300,15625
Review and monitoring,2009-07,23505,23505,15120
Review and monitoring,2009-08,21220,21220,13775
Review and monitoring,2009-09,27790,27790,17760
Review and monitoring,2009-10,29940,29940,19240
Review and monitoring,2009-11,30030,30030,19460
Review and monitoring,2009-12,27810,27810,17720
Review and monitoring,2010-01,38255,38255,24300
Review and monitoring,2010-02,39560,39560,24805
Review and monitoring,2010-03,38820,38820,24710
Review and monitoring,2010-04,21825,21825,14095
Review and monitoring,2010-05,22070,22070,14180
Review and monitoring,2010-06,26015,26015,16750
Review and monitoring,2010-07,25280,25280,16390
Review and monitoring,2010-08,23925,23925,15555
Review and monitoring,2010-09,28505,28505,18325
Review and monitoring,2010-10,29025,29025,18870
Review and monitoring,2010-11,34515,34515,22170
Review and monitoring,2010-12,26715,26715,17385
Review and monitoring,2011-01,39695,39695,25625
Review and monitoring,2011-02,40380,40380,25995
Review and monitoring,2011-03,40580,40580,25985
Review and monitoring,2011-04,19765,19765,12885
Review and monitoring,2011-05,23945,23945,15550
Review and monitoring,2011-06,26795,26795,17390
Review and monitoring,2011-07,25105,25105,16565
Review and monitoring,2011-08,26365,26365,17270
Review and monitoring,2011-09,29525,29525,19305
Review and monitoring,2011-10,31550,31550,20270
Review and monitoring,2011-11,38555,38555,23360
Review and monitoring,2011-12,32885,32885,19530
Review and monitoring,2012-01,50840,50840,29850
Review and monitoring,2012-02,48195,48195,28560
Review and monitoring,2012-03,44270,44270,26145
Review and monitoring,2012-04,23010,23010,13950
Review and monitoring,2012-05,27655,27655,16695
Review and monitoring,2012-06,23910,23910,14240
Review and monitoring,2012-07,29740,29740,17490
Review and monitoring,2012-08,28560,28560,16840
Review and monitoring,2012-09,30470,30470,17955
Review and monitoring,2012-10,39225,39225,22985
Review and monitoring,2012-11,38805,38805,22525
Review and monitoring,2012-12,31000,31000,18060
Review and monitoring,2013-01,53720,53720,30515
Review and monitoring,2013-02,47995,47995,27510
Review and monitoring,2013-03,43195,43195,24780
Review and monitoring,2013-04,29945,29945,17570
Review and monitoring,2013-05,27200,27200,16435
Review and monitoring,2013-06,25925,25925,16330
Review and monitoring,2013-07,27030,27030,18615
Review and monitoring,2013-08,23855,23855,16490
Review and monitoring,2013-09,27520,27520,19060
Review and monitoring,2013-10,33230,33230,23215
Review and monitoring,2013-11,32550,32550,22730
Review and monitoring,2013-12,27965,27965,19685
Review and monitoring,2014-01,42095,42095,29695
Review and monitoring,2014-02,35805,35805,25250
Review and monitoring,2014-03,32945,32945,22845
Review and monitoring,2014-04,12875,12875,8890
Review and monitoring,2014-05,11595,11595,8030
Review and monitoring,2014-06,11840,11840,8250
Review and monitoring,2014-07,12100,12100,8315
Review and monitoring,2014-08,9415,9415,6540
Review and monitoring,2014-09,10595,10595,7185
Review and monitoring,2014-10,10030,10030,6900
Review and monitoring,2014-11,9195,9195,6375
Review and monitoring,2014-12,8490,8490,5825
Review and monitoring,2015-01,10945,10945,7565
Review and monitoring,2015-02,10645,10645,7320
Review and monitoring,2015-03,10750,10750,7210
Review and monitoring,2015-04,7290,7290,5080
Review and monitoring,2015-05,6965,6965,4780
Review and monitoring,2015-06,8390,8390,5775
Review and monitoring,2015-07,8620,8620,5900
Review and monitoring,2015-08,7340,7340,5055
Review and monitoring,2015-09,8380,8380,5775
Review and monitoring,2015-10,8535,8535,5840
Review and monitoring,2015-11,8245,8245,5610
Review and monitoring,2015-12,6805,6805,4620
Review and monitoring,2016-01,8550,8550,5860
Review and monitoring,2016-02,8595,8595,5885
Review and monitoring,2016-03,8135,8135,5555
Review and monitoring,2016-04,6685,6685,4465
Review and monitoring,2016-05,6365,6365,4295
Review and monitoring,2016-06,7175,7175,4825
Review and monitoring,2016-07,6925,6925,4690
Review and monitoring,2016-08,6695,6695,4570
Review and monitoring,2016-09,7490,7490,5090
Review and monitoring,2016-10,7530,7530,5040
Review and monitoring,2016-11,8130,8130,5435
Review and monitoring,2016-12,6120,6120,4135
Review and monitoring,2017-01,8215,8215,5530
Review and monitoring,2017-02,8170,8170,5490
Review and monitoring,2017-03,8585,8585,5820
Review and monitoring,2017-04,4930,4930,3385
Review and monitoring,2017-05,6275,6275,4320
Review and monitoring,2017-06,6825,6825,4685
Review and monitoring,2017-07,6780,6780,4615
Review and monitoring,2017-08,6615,6615,4525
Review and monitoring,2017-09,6655,6655,4555
Review and monitoring,2017-10,7390,7390,5080
Review and monitoring,2017-11,7810,7810,5470
Review and monitoring,2017-12,5450,5450,3815
Review and monitoring,2018-01,8600,8600,5950
Review and monitoring,2018-02,7895,7895,5490
Review and monitoring,2018-03,7815,7815,5405
Review and monitoring,2018-04,5610,5610,3885
Review and monitoring,2018-05,1102050,1102050,922605
Review and monitoring,2018-06,2963870,2963870,2338285
Review and monitoring,2018-07,3048645,3048645,2375455
Review and monitoring,2018-08,2910485,2910485,2261125
Review and monitoring,2018-09,2825640,2825640,2193590
Review and monitoring,2018-10,3456655,3456655,2614250
Review and monitoring,2018-11,3351775,3351775,2529030
Review and monitoring,2018-12,2886880,2886880,2206800
Review and monitoring,2019-01,3906095,3906095,2862495
Review and monitoring,2019-02,3366500,3366500,2474695
Review and monitoring,2019-03,3331565,3331565,2441145
Review and monitoring,2019-04,3034565,3034565,2240320
Review and monitoring,2019-05,3334480,3334480,2440965
Review and monitoring,2019-06,3254210,3254210,2369265
Review and monitoring,2019-07,3711795,3711795,2657970
Review and monitoring,2019-08,3279620,3279620,2350480
Review and monitoring,2019-09,3489830,3489830,2481445
