Cluster_category,date_ym,records_month,valid_idmonth,distinct_id,records_cluster,valid_idcluster,distinct_idcluster,pre_1990_n_pct,n_clusters
Patient factors,1994-11,7370,7370,5935,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1994-12,7680,7680,6060,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-01,8415,8415,6610,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-02,7700,7700,6015,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-03,9020,9020,7100,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-04,7565,7565,5860,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-05,8490,8490,6495,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-06,8695,8695,6685,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-07,9130,9130,7195,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-08,9420,9420,7360,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-09,10030,10030,7725,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-10,10395,10395,8100,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-11,9605,9605,7395,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1995-12,9080,9080,6965,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-01,10405,10405,8120,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-02,10195,10195,8040,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-03,10550,10550,8250,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-04,10370,10370,8175,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-05,10145,10145,7840,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-06,10480,10480,8135,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-07,11010,11010,8370,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-08,10755,10755,8175,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-09,11645,11645,8670,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-10,11595,11595,8530,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-11,11065,11065,8205,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1996-12,10900,10900,8045,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-01,15655,15655,12600,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-02,10230,10230,7625,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-03,11030,11030,8150,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-04,11200,11200,8425,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-05,11320,11320,8465,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-06,11140,11140,8385,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-07,12155,12155,9100,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-08,11520,11520,8605,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-09,12100,12100,9005,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-10,11390,11390,8495,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-11,10780,10780,7970,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1997-12,11520,11520,8520,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-01,12005,12005,9090,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-02,10990,10990,8125,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-03,12310,12310,9205,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-04,11675,11675,8705,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-05,11795,11795,8875,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-06,12325,12325,9340,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-07,12850,12850,9680,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-08,12180,12180,9170,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-09,12990,12990,9725,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-10,14910,14910,11395,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-11,11845,11845,8925,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1998-12,11840,11840,8845,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-01,14310,14310,10045,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-02,11810,11810,8910,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-03,15765,15765,12210,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-04,12745,12745,9625,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-05,15315,15315,11725,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-06,14865,14865,11350,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-07,14715,14715,11305,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-08,14465,14465,11020,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-09,15670,15670,12035,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-10,13265,13265,10150,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-11,13430,13430,10245,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,1999-12,12815,12815,9750,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-01,16740,16740,12960,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-02,15075,15075,11750,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-03,19795,19795,15940,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-04,18460,18460,15200,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-05,15695,15695,12160,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-06,15970,15970,12415,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-07,16155,16155,12580,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-08,17210,17210,13400,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-09,17050,17050,13350,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-10,16175,16175,12725,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-11,17605,17605,13965,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2000-12,16240,16240,12760,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-01,23145,23145,18315,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-02,19515,19515,15470,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-03,22195,22195,17625,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-04,19715,19715,15515,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-05,22760,22760,17605,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-06,26280,26280,20780,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-07,26615,26615,20755,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-08,23830,23830,18800,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-09,24140,24140,19175,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-10,27300,27300,21685,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-11,32920,32920,25100,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2001-12,26300,26300,20640,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-01,39175,39175,31410,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-02,29780,29780,24130,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-03,33450,33450,27145,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-04,35165,35165,28635,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-05,36545,36545,29465,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-06,32185,32185,24885,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-07,42080,42080,32520,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-08,36755,36755,28485,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-09,38880,38880,30240,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-10,42825,42825,33495,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-11,38110,38110,30600,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2002-12,33295,33295,26480,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-01,45215,45215,36595,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-02,42820,42820,34740,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-03,58050,58050,47010,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-04,47585,47585,38310,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-05,44945,44945,36265,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-06,51400,51400,41355,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-07,57955,57955,46630,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-08,52240,52240,40760,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-09,57580,57580,46600,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-10,63215,63215,51550,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-11,56275,56275,45880,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2003-12,56180,56180,44255,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-01,75620,75620,59840,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-02,77900,77900,61090,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-03,80415,80415,64015,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-04,67845,67845,54870,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-05,71200,71200,57000,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-06,80720,80720,64580,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-07,82240,82240,65455,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-08,79245,79245,63805,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-09,86695,86695,71330,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-10,82945,82945,67640,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-11,80665,80665,65925,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2004-12,70005,70005,56455,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-01,86370,86370,69550,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-02,94325,94325,75320,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-03,101485,101485,82080,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-04,88025,88025,69315,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-05,82020,82020,64760,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-06,94820,94820,75465,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-07,99565,99565,76815,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-08,108265,108265,83930,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-09,108440,108440,84745,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-10,116810,116810,89870,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-11,118360,118360,93120,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2005-12,100325,100325,78930,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-01,152435,152435,123000,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-02,150105,150105,119450,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-03,194735,194735,151300,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-04,178555,178555,143560,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-05,259980,259980,209150,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-06,405060,405060,327390,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-07,519735,519735,420615,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-08,536040,536040,430925,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-09,501430,501430,404245,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-10,577555,577555,458050,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-11,591915,591915,474130,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2006-12,476205,476205,384865,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-01,638215,638215,510250,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-02,573130,573130,459105,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-03,642155,642155,511075,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-04,440515,440515,350125,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-05,455995,455995,360145,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-06,461725,461725,364265,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-07,481915,481915,380055,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-08,470915,470915,370245,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-09,473110,473110,373685,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-10,573415,573415,454510,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-11,523315,523315,415995,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2007-12,387520,387520,309130,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-01,592335,592335,468370,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-02,560475,560475,444205,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-03,520295,520295,411970,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-04,532495,532495,416250,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-05,431850,431850,339705,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-06,468050,468050,369145,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-07,501395,501395,394220,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-08,430720,430720,338810,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-09,608525,608525,476280,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-10,755340,755340,598475,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-11,647540,647540,517240,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2008-12,652280,652280,521450,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-01,897625,897625,706360,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-02,1013865,1013865,816290,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-03,1442390,1442390,1175140,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-04,872640,872640,695095,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-05,746765,746765,591740,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-06,925195,925195,726725,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-07,877250,877250,679255,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-08,803535,803535,627190,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-09,983050,983050,756790,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-10,1033280,1033280,807765,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-11,857645,857645,665865,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2009-12,737135,737135,576170,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-01,909240,909240,704845,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-02,973840,973840,749205,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-03,1310870,1310870,1011005,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-04,846345,846345,649670,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-05,752035,752035,575780,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-06,804385,804385,614645,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-07,860195,860195,665710,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-08,774120,774120,594305,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-09,873190,873190,662710,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-10,869970,869970,666230,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-11,885525,885525,669740,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2010-12,671530,671530,517120,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-01,860340,860340,648225,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-02,837495,837495,638005,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-03,1041570,1041570,793330,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-04,651075,651075,492125,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-05,694445,694445,522730,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-06,730970,730970,547670,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-07,694385,694385,521080,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-08,723215,723215,542530,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-09,799810,799810,596240,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-10,819625,819625,619005,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-11,804190,804190,608070,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2011-12,595645,595645,453060,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-01,780815,780815,585895,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-02,748445,748445,566715,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-03,795345,795345,602725,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-04,663595,663595,499115,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-05,741475,741475,558930,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-06,637485,637485,479910,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-07,744055,744055,560300,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-08,724205,724205,545090,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-09,757255,757255,567580,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-10,885225,885225,667515,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-11,797865,797865,607160,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2012-12,567525,567525,432725,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-01,745755,745755,564155,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-02,692180,692180,527960,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-03,680885,680885,521310,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-04,696170,696170,529080,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-05,657475,657475,499620,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-06,647815,647815,493465,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-07,744050,744050,567225,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-08,662735,662735,506515,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-09,743140,743140,563350,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-10,808035,808035,617095,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-11,681620,681620,522370,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2013-12,551910,551910,424705,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-01,715170,715170,546700,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-02,638710,638710,492765,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-03,692710,692710,531825,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-04,617105,617105,473385,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-05,617555,617555,472105,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-06,663930,663930,508970,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-07,717595,717595,549400,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-08,616960,616960,471995,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-09,776110,776110,588795,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-10,772195,772195,588120,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-11,661540,661540,507780,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2014-12,609945,609945,467175,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-01,728030,728030,554565,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-02,722700,722700,555415,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-03,770345,770345,590250,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-04,648530,648530,491485,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-05,604680,604680,459360,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-06,709760,709760,538975,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-07,716015,716015,542940,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-08,631895,631895,476735,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-09,805975,805975,601135,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-10,782735,782735,585800,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-11,718150,718150,543205,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2015-12,615215,615215,463005,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-01,698895,698895,527915,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-02,696270,696270,526515,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-03,676535,676535,511545,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-04,665215,665215,499280,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-05,666720,666720,498640,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-06,669385,669385,501230,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-07,644180,644180,482010,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-08,679600,679600,506740,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-09,830890,830890,607665,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-10,764095,764095,561080,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-11,727865,727865,538805,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2016-12,572625,572625,425035,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-01,717910,717910,532065,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-02,671835,671835,499560,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-03,763715,763715,569670,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-04,578375,578375,429330,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-05,656745,656745,485960,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-06,675735,675735,500225,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-07,664430,664430,493975,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-08,692250,692250,509930,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-09,809470,809470,581660,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-10,803650,803650,583475,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-11,743200,743200,543670,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2017-12,527515,527515,387820,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-01,754850,754850,550980,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-02,676080,676080,499665,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-03,669480,669480,492205,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-04,658120,658120,480160,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-05,652930,652930,475820,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-06,650445,650445,473300,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-07,679695,679695,493310,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-08,698995,698995,505555,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-09,795370,795370,566860,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-10,861085,861085,614820,170488610,170488610,60040395,"1,213,905 (0.71%)",24
Patient factors,2018-11,760250,760250,548545,170488610,170488610,60040395,"1,213,905 (0.71%)",24
